Democratic Republic of the Congo,Portugal,Libya,New Zealand,Croatia,Indonesia,Mozambique,Paraguay,United Arab Emirates,Vietnam,Uruguay,Uzbekistan,Norway,Morocco,Czech Republic,Guatemala,Chile,Belgium,Egypt,Algeria,Nigeria,Myanmar,Sudan,Finland,Greece,Austria,Colombia,Angola,Sweden,Venezuela,Australia,Serbia,Ukraine,Switzerland,Iran,Philippines,Argentina,United Kingdom,Spain,South Africa,Saudi Arabia,Italy,Turkey,Iraq,Canada,Thailand,Yemen,Russia,Brazil,Mexico,Pakistan,France,Germany,China,India,United States,Other
800000,900000,900000,925000,950000,1000000,1000000,1000000,1000000,1100000,1100000,1200000,1400000,1500000,1600000,1650000,1750000,1800000,1900000,1900000,2000000,2000000,2000000,2400000,2500000,2500000,2700000,2800000,2800000,2850000,3050000,3050000,3100000,3400000,3500000,3900000,3950000,4060000,4500000,5950000,6000000,7000000,9000000,9750000,9950000,10000000,11500000,12750000,14840000,15500000,18000000,19000000,25000000,40000000,46000000,270000000,31825000
